query_id,client_email,client_mobile,query_heading,query_description,status,date_raised,date_closed,is_open,valid_before_norm,normalized_mobile,valid_after_norm,query_created_time,query_closed_time,resolution_time_days,category,is_valid_email
Q1566,troberts@example.com,8865021946,Feature Request,Suggesting calendar integration.,Closed,2025-02-24,2025-02-28,False,True,8865021946,True,2025-02-24,2025-02-28,4.0,Feature Request,True
Q1567,jay62@example.org,7836695389,UI Feedback,Icons not intuitive.,Closed,2025-06-13,2025-06-16,False,True,7836695389,True,2025-06-13,2025-06-16,3.0,UI Feedback,True
Q1568,ibenson@example.net,6217134489,Payment Failure,Bank transaction shows pending.,Closed,2025-06-23,2025-06-29,False,True,6217134489,True,2025-06-23,2025-06-29,6.0,Payment Failure,True
Q1569,williamsdaniel@example.net,3765621429,Account Suspension,Need clarification on temporary lockout.,Closed,2025-03-10,2025-03-20,False,False,3765621429,False,2025-03-10,2025-03-20,10.0,Account Suspension,True
Q1570,stephanie66@example.com,6586898302,UI Feedback,Filter section takes too much space.,Closed,2025-06-21,2025-06-24,False,True,6586898302,True,2025-06-21,2025-06-24,3.0,UI Feedback,True
Q1571,khanjulie@example.org,347047119,Subscription Cancellation,App locked after cancellation.,Closed,2025-06-18,2025-06-19,False,False,347047119,False,2025-06-18,2025-06-19,1.0,Subscription Cancellation,True
Q1572,thompsonryan@example.org,9743021873,UI Feedback,Mobile responsiveness needs improvement.,Closed,2025-02-13,2025-02-17,False,True,9743021873,True,2025-02-13,2025-02-17,4.0,UI Feedback,True
Q1573,penny55@example.net,3694865912,UI Feedback,Error messages not clear enough.,Closed,2025-05-07,2025-05-08,False,False,3694865912,False,2025-05-07,2025-05-08,1.0,UI Feedback,True
Q1574,gallagherbrittany@example.org,6200726602,Subscription Cancellation,Can’t contact support post cancellation.,Closed,2025-06-16,2025-06-24,False,True,6200726602,True,2025-06-16,2025-06-24,8.0,Subscription Cancellation,True
Q1575,kathleenray@example.org,3011735574,Bug Report,Check/uncheck box not saving state.,Closed,2025-06-05,2025-06-08,False,False,3011735574,False,2025-06-05,2025-06-08,3.0,Bug Report,True
Q1576,larry35@example.com,5545726158,Bug Report,Color scheme inconsistent.,Closed,2025-03-20,2025-03-21,False,False,5545726158,False,2025-03-20,2025-03-21,1.0,Bug Report,True
Q1577,andrewsdeborah@example.net,8509107089,UI Feedback,Filter section takes too much space.,Closed,2025-06-24,2025-06-26,False,True,8509107089,True,2025-06-24,2025-06-26,2.0,UI Feedback,True
Q1578,martinchristopher@example.org,68602896,UI Feedback,Font inconsistent across pages.,Closed,2025-05-11,2025-05-13,False,False,68602896,False,2025-05-11,2025-05-13,2.0,UI Feedback,True
Q1579,twilson@example.com,9976581820,Account Suspension,Got a warning mail I don’t understand.,Closed,2025-05-11,2025-05-12,False,True,9976581820,True,2025-05-11,2025-05-12,1.0,Account Suspension,True
Q1580,robynjohnson@example.com,124533245,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,2025-04-13,2025-04-15,False,False,124533245,False,2025-04-13,2025-04-15,2.0,Subscription Cancellation,True
Q1581,heatherlawrence@example.com,9797855248,Bug Report,Tab focus jumps incorrectly.,Closed,2025-04-12,2025-04-14,False,True,9797855248,True,2025-04-12,2025-04-14,2.0,Bug Report,True
Q1582,michaelprice@example.net,1244417541,Account Suspension,Need reason for my suspension.,Closed,2025-04-28,2025-05-03,False,False,1244417541,False,2025-04-28,2025-05-03,5.0,Account Suspension,True
Q1583,swarren@example.com,4346934333,Technical Support,Error 500 on accessing dashboard.,Closed,2025-06-28,2025-07-04,False,False,4346934333,False,2025-06-28,2025-07-04,6.0,Technical Support,True
Q1584,paulwilliams@example.com,9467174275,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,2025-07-15,2025-07-16,False,True,9467174275,True,2025-07-15,2025-07-16,1.0,Subscription Cancellation,True
Q1585,jasonfoster@example.org,8267493935,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,2025-03-27,2025-03-28,False,True,8267493935,True,2025-03-27,2025-03-28,1.0,Subscription Cancellation,True
Q1586,carolsherman@example.org,2086101109,Subscription Cancellation,Cannot downgrade before cancel.,Closed,2025-06-17,2025-06-20,False,False,2086101109,False,2025-06-17,2025-06-20,3.0,Subscription Cancellation,True
Q1587,cameronsanchez@example.net,93125068,Account Suspension,How do I appeal a suspension?,Closed,2025-02-26,2025-03-07,False,False,93125068,False,2025-02-26,2025-03-07,9.0,Account Suspension,True
Q1588,sharpthomas@example.com,9742877324,Payment Failure,Need GST invoice after payment.,Closed,2025-06-02,2025-06-17,False,True,9742877324,True,2025-06-02,2025-06-17,15.0,Payment Failure,True
Q1589,smunoz@example.org,8728750875,Bug Report,Color scheme inconsistent.,Closed,2025-04-18,2025-04-29,False,True,8728750875,True,2025-04-18,2025-04-29,11.0,Bug Report,True
Q1590,brian45@example.org,3633024649,UI Feedback,Icons not intuitive.,Closed,2025-04-25,2025-05-13,False,False,3633024649,False,2025-04-25,2025-05-13,18.0,UI Feedback,True
Q1591,itucker@example.org,2776063817,Data Export,Export email not received.,Opened,2025-07-05,,True,False,2776063817,False,2025-07-05,,,Data Export,True
Q1592,michellejames@example.com,9586172814,Account Suspension,Can I restore my data after suspension?,Closed,2025-05-16,2025-05-17,False,True,9586172814,True,2025-05-16,2025-05-17,1.0,Account Suspension,True
Q1593,iherrera@example.org,184586728,Data Export,Charts not included in report export.,Closed,2025-07-18,2025-07-22,False,False,184586728,False,2025-07-18,2025-07-22,4.0,Data Export,True
Q1594,cynthia51@example.org,4748435875,Feature Request,Would like push notifications for updates.,Closed,2025-02-19,2025-03-01,False,False,4748435875,False,2025-02-19,2025-03-01,10.0,Feature Request,True
Q1595,dholt@example.com,9501852601,Bug Report,Dropdown not loading values.,Closed,2025-05-27,2025-06-09,False,True,9501852601,True,2025-05-27,2025-06-09,13.0,Bug Report,True
Q1596,juliarichard@example.org,2419954646,Feature Request,Ability to bulk edit entries needed.,Closed,2025-05-24,2025-05-30,False,False,2419954646,False,2025-05-24,2025-05-30,6.0,Feature Request,True
Q1597,keith31@example.com,6304360029,UI Feedback,Alignment issues in forms.,Closed,2025-05-02,2025-05-03,False,True,6304360029,True,2025-05-02,2025-05-03,1.0,UI Feedback,True
Q1598,ayalacatherine@example.org,5054572645,Billing Problem,Unable to update billing address.,Closed,2025-02-15,2025-02-20,False,False,5054572645,False,2025-02-15,2025-02-20,5.0,Billing Problem,True
Q1599,michael56@example.net,1734137806,Feature Request,Multi-user role system would help.,Closed,2025-03-12,2025-03-15,False,False,1734137806,False,2025-03-12,2025-03-15,3.0,Feature Request,True
Q1600,johnstonlindsay@example.net,7323404657,Technical Support,Feature working on web but not mobile.,Closed,2025-04-15,2025-04-17,False,True,7323404657,True,2025-04-15,2025-04-17,2.0,Technical Support,True
Q1601,michaelross@example.org,5095723552,Bug Report,Search bar resets randomly.,Closed,2025-05-22,2025-05-23,False,False,5095723552,False,2025-05-22,2025-05-23,1.0,Bug Report,True
Q1602,robertking@example.org,8411213385,Data Export,Need monthly data dump in CSV.,Closed,2025-02-16,2025-02-21,False,True,8411213385,True,2025-02-16,2025-02-21,5.0,Data Export,True
Q1603,mark77@example.com,8123206566,Feature Request,Need voice assistant for dashboard.,Closed,2025-07-20,2025-07-27,False,True,8123206566,True,2025-07-20,2025-07-27,7.0,Feature Request,True
Q1604,dakotakerr@example.net,4071881182,Login Issue,Error 401 appearing on login.,Closed,2025-02-05,2025-02-07,False,False,4071881182,False,2025-02-05,2025-02-07,2.0,Login Issue,True
Q1605,marywilson@example.org,5813369229,Payment Failure,Wrong currency charged.,Closed,2025-02-02,2025-02-03,False,False,5813369229,False,2025-02-02,2025-02-03,1.0,Payment Failure,True
Q1606,palmeradam@example.net,8122878626,Data Export,Need export in regional time zone.,Closed,2025-06-21,2025-07-05,False,True,8122878626,True,2025-06-21,2025-07-05,14.0,Data Export,True
Q1607,jeffrey82@example.com,3031466428,Account Suspension,My account was suspended without notice.,Closed,2025-06-01,2025-06-03,False,False,3031466428,False,2025-06-01,2025-06-03,2.0,Account Suspension,True
Q1608,cathyowens@example.net,5976344130,UI Feedback,Table headers not sticky.,Closed,2025-04-28,2025-05-02,False,False,5976344130,False,2025-04-28,2025-05-02,4.0,UI Feedback,True
Q1609,blewis@example.org,7956308890,Feature Request,Add folder structure to organize data.,Closed,2025-03-07,2025-03-19,False,True,7956308890,True,2025-03-07,2025-03-19,12.0,Feature Request,True
Q1610,matthewbrown@example.org,5950893110,Account Suspension,Terms of use were unclear.,Closed,2025-03-31,2025-04-06,False,False,5950893110,False,2025-03-31,2025-04-06,6.0,Account Suspension,True
Q1611,matthewmanning@example.org,1536115192,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-05-25,2025-05-27,False,False,1536115192,False,2025-05-25,2025-05-27,2.0,Billing Problem,True
Q1612,julie15@example.com,577187928,Account Suspension,Can’t access services due to ban.,Closed,2025-07-05,2025-07-07,False,False,577187928,False,2025-07-05,2025-07-07,2.0,Account Suspension,True
Q1613,zreynolds@example.org,646454180,Data Export,Auto-export not working on Fridays.,Closed,2025-05-07,2025-05-14,False,False,646454180,False,2025-05-07,2025-05-14,7.0,Data Export,True
Q1614,fwilson@example.org,2783321439,Bug Report,Exported file missing columns.,Closed,2025-03-19,2025-03-23,False,False,2783321439,False,2025-03-19,2025-03-23,4.0,Bug Report,True
Q1615,stevenlewis@example.com,3752584405,Payment Failure,Payment success mail delayed.,Closed,2025-04-09,2025-04-10,False,False,3752584405,False,2025-04-09,2025-04-10,1.0,Payment Failure,True
Q1616,ybradley@example.net,5105370257,UI Feedback,Icons not intuitive.,Closed,2025-03-01,2025-03-10,False,False,5105370257,False,2025-03-01,2025-03-10,9.0,UI Feedback,True
Q1617,randysanchez@example.org,4072330294,UI Feedback,Dropdowns too close together.,Closed,2025-06-25,2025-06-30,False,False,4072330294,False,2025-06-25,2025-06-30,5.0,UI Feedback,True
Q1618,sara51@example.org,5644288901,Billing Problem,Billed for a cancelled plan.,Closed,2025-03-30,2025-03-31,False,False,5644288901,False,2025-03-30,2025-03-31,1.0,Billing Problem,True
Q1619,contreraslogan@example.com,3703659219,Technical Support,Freezing during screen load.,Closed,2025-04-10,2025-04-14,False,False,3703659219,False,2025-04-10,2025-04-14,4.0,Technical Support,True
Q1620,gregorykelly@example.com,5898858945,Bug Report,Date selector not responsive.,Closed,2025-02-24,2025-03-05,False,False,5898858945,False,2025-02-24,2025-03-05,9.0,Bug Report,True
Q1621,floresmichael@example.com,6914303788,Bug Report,Date selector not responsive.,Closed,2025-05-20,2025-05-21,False,True,6914303788,True,2025-05-20,2025-05-21,1.0,Bug Report,True
Q1622,smithalejandra@example.net,4736603343,Bug Report,Tab focus jumps incorrectly.,Closed,2025-02-20,2025-03-08,False,False,4736603343,False,2025-02-20,2025-03-08,16.0,Bug Report,True
Q1623,qgross@example.net,3854605173,Login Issue,Captcha keeps looping during login.,Closed,2025-02-27,2025-02-28,False,False,3854605173,False,2025-02-27,2025-02-28,1.0,Login Issue,True
Q1624,ybennett@example.com,5884513065,Data Export,Fields are missing in exported report.,Closed,2025-05-18,2025-05-21,False,False,5884513065,False,2025-05-18,2025-05-21,3.0,Data Export,True
Q1625,michaelhood@example.com,7831258400,Login Issue,Captcha keeps looping during login.,Closed,2025-06-07,2025-06-13,False,True,7831258400,True,2025-06-07,2025-06-13,6.0,Login Issue,True
Q1626,johnny17@example.org,4875293630,Login Issue,Forgot my password and reset isn’t working.,Closed,2025-07-23,2025-07-24,False,False,4875293630,False,2025-07-23,2025-07-24,1.0,Login Issue,True
Q1627,dunnthomas@example.net,9539181755,Payment Failure,Need GST invoice after payment.,Closed,2025-07-01,2025-07-03,False,True,9539181755,True,2025-07-01,2025-07-03,2.0,Payment Failure,True
Q1628,delgadojacob@example.com,4171568220,Login Issue,Login page taking too long to load.,Closed,2025-05-07,2025-05-08,False,False,4171568220,False,2025-05-07,2025-05-08,1.0,Login Issue,True
Q1629,jamieellis@example.net,555054917,UI Feedback,Font inconsistent across pages.,Closed,2025-06-27,2025-07-04,False,False,555054917,False,2025-06-27,2025-07-04,7.0,UI Feedback,True
Q1630,julie14@example.net,2699855092,Login Issue,Error 401 appearing on login.,Closed,2025-02-10,2025-02-11,False,False,2699855092,False,2025-02-10,2025-02-11,1.0,Login Issue,True
Q1631,andresbird@example.org,7567858664,Billing Problem,Invoice PDF is missing this month.,Closed,2025-07-02,2025-07-07,False,True,7567858664,True,2025-07-02,2025-07-07,5.0,Billing Problem,True
Q1632,george09@example.net,425309821,Technical Support,Slow performance during peak hours.,Closed,2025-05-21,2025-05-24,False,False,425309821,False,2025-05-21,2025-05-24,3.0,Technical Support,True
Q1633,ipayne@example.net,9352379407,Subscription Cancellation,Still charged after cancellation.,Closed,2025-05-26,2025-05-28,False,True,9352379407,True,2025-05-26,2025-05-28,2.0,Subscription Cancellation,True
Q1634,jason91@example.org,9414250832,Technical Support,Graphs not rendering properly.,Closed,2025-03-11,2025-03-20,False,True,9414250832,True,2025-03-11,2025-03-20,9.0,Technical Support,True
Q1635,mia51@example.net,2838617809,Account Suspension,How do I appeal a suspension?,Closed,2025-02-07,2025-02-11,False,False,2838617809,False,2025-02-07,2025-02-11,4.0,Account Suspension,True
Q1636,christopherrobinson@example.net,7487719970,Bug Report,Date selector not responsive.,Closed,2025-06-14,2025-06-20,False,True,7487719970,True,2025-06-14,2025-06-20,6.0,Bug Report,True
Q1637,lindapowell@example.com,4794379589,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",Closed,2025-04-10,2025-04-17,False,False,4794379589,False,2025-04-10,2025-04-17,7.0,Subscription Cancellation,True
Q1638,cherrymolly@example.net,1557351993,Technical Support,Settings not saving properly.,Closed,2025-06-30,2025-07-01,False,False,1557351993,False,2025-06-30,2025-07-01,1.0,Technical Support,True
Q1639,kmaldonado@example.org,3700411362,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,2025-04-22,2025-04-26,False,False,3700411362,False,2025-04-22,2025-04-26,4.0,Subscription Cancellation,True
Q1640,davisrobert@example.net,4448800654,Feature Request,Request feature to duplicate projects.,Closed,2025-04-30,2025-05-05,False,False,4448800654,False,2025-04-30,2025-05-05,5.0,Feature Request,True
Q1641,jessica74@example.org,3005958109,Account Suspension,How do I appeal a suspension?,Opened,2025-06-04,,True,False,3005958109,False,2025-06-04,,,Account Suspension,True
Q1642,andrewsandrew@example.org,9159754159,Billing Problem,Incorrect tax calculations.,Closed,2025-06-25,2025-06-27,False,True,9159754159,True,2025-06-25,2025-06-27,2.0,Billing Problem,True
Q1643,jerrythompson@example.org,3397549774,Payment Failure,Didn’t receive invoice after payment.,Closed,2025-02-15,2025-02-21,False,False,3397549774,False,2025-02-15,2025-02-21,6.0,Payment Failure,True
Q1644,jeffrey27@example.net,3396915911,Bug Report,Form validation not working properly.,Closed,2025-05-27,2025-05-28,False,False,3396915911,False,2025-05-27,2025-05-28,1.0,Bug Report,True
Q1645,john55@example.com,34997976,Data Export,Export button missing from UI.,Closed,2025-06-25,2025-06-27,False,False,34997976,False,2025-06-25,2025-06-27,2.0,Data Export,True
Q1646,heathertate@example.net,1270134218,Login Issue,Account locked after failed attempts.,Closed,2025-06-15,2025-06-19,False,False,1270134218,False,2025-06-15,2025-06-19,4.0,Login Issue,True
Q1647,dianerojas@example.org,7459495052,Account Suspension,Can I restore my data after suspension?,Closed,2025-07-27,2025-07-29,False,True,7459495052,True,2025-07-27,2025-07-29,2.0,Account Suspension,True
Q1648,barnesjessica@example.com,1598364596,Data Export,Fields are missing in exported report.,Closed,2025-02-15,2025-03-04,False,False,1598364596,False,2025-02-15,2025-03-04,17.0,Data Export,True
Q1649,ronaldjohnson@example.org,9662083265,Billing Problem,Invoice still shows old company name.,Closed,2025-04-04,2025-04-22,False,True,9662083265,True,2025-04-04,2025-04-22,18.0,Billing Problem,True
Q1650,qsnyder@example.com,2560581803,Bug Report,Exported file missing columns.,Closed,2025-07-06,2025-07-12,False,False,2560581803,False,2025-07-06,2025-07-12,6.0,Bug Report,True
Q1651,jessicaortega@example.com,6289667698,Technical Support,Can’t install latest update.,Closed,2025-05-25,2025-05-29,False,True,6289667698,True,2025-05-25,2025-05-29,4.0,Technical Support,True
Q1652,wilkinsonteresa@example.net,9935422980,Billing Problem,Invoice PDF is missing this month.,Closed,2025-03-18,2025-03-25,False,True,9935422980,True,2025-03-18,2025-03-25,7.0,Billing Problem,True
Q1653,richard27@example.com,5500954298,Technical Support,Slow performance during peak hours.,Closed,2025-06-14,2025-06-23,False,False,5500954298,False,2025-06-14,2025-06-23,9.0,Technical Support,True
Q1654,amandafarmer@example.org,8148839980,UI Feedback,Filter section takes too much space.,Closed,2025-04-26,2025-04-27,False,True,8148839980,True,2025-04-26,2025-04-27,1.0,UI Feedback,True
Q1655,sbarton@example.com,6188727078,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-02-06,2025-02-11,False,True,6188727078,True,2025-02-06,2025-02-11,5.0,Subscription Cancellation,True
Q1656,davisbrian@example.com,7951639275,Bug Report,Check/uncheck box not saving state.,Closed,2025-03-25,2025-04-01,False,True,7951639275,True,2025-03-25,2025-04-01,7.0,Bug Report,True
Q1657,patriciasutton@example.net,4046664672,Payment Failure,Card declined despite funds.,Closed,2025-03-20,2025-04-04,False,False,4046664672,False,2025-03-20,2025-04-04,15.0,Payment Failure,True
Q1658,christine61@example.net,1957945417,Feature Request,Suggesting calendar integration.,Closed,2025-06-17,2025-06-22,False,False,1957945417,False,2025-06-17,2025-06-22,5.0,Feature Request,True
Q1659,dday@example.org,4288196046,Payment Failure,EMI option not available anymore.,Closed,2025-07-02,2025-07-10,False,False,4288196046,False,2025-07-02,2025-07-10,8.0,Payment Failure,True
Q1660,ghughes@example.com,2438365843,Subscription Cancellation,Wrong account cancelled.,Closed,2025-07-23,2025-07-24,False,False,2438365843,False,2025-07-23,2025-07-24,1.0,Subscription Cancellation,True
Q1661,bpratt@example.net,4918628231,Login Issue,Session expires immediately after login.,Closed,2025-04-10,2025-04-16,False,False,4918628231,False,2025-04-10,2025-04-16,6.0,Login Issue,True
Q1662,danataylor@example.org,5803883738,Billing Problem,Bill shows usage I didn’t make.,Closed,2025-05-19,2025-05-20,False,False,5803883738,False,2025-05-19,2025-05-20,1.0,Billing Problem,True
Q1663,brooksbradley@example.org,7816826519,Bug Report,Page crashes on click of ‘submit’.,Closed,2025-05-02,2025-05-11,False,True,7816826519,True,2025-05-02,2025-05-11,9.0,Bug Report,True
Q1664,michaelfowler@example.net,5739446151,Technical Support,Slow performance during peak hours.,Closed,2025-04-09,2025-04-20,False,False,5739446151,False,2025-04-09,2025-04-20,11.0,Technical Support,True
Q1665,michellelawrence@example.net,9252917637,Bug Report,Filter not retaining after refresh.,Closed,2025-06-10,2025-06-12,False,True,9252917637,True,2025-06-10,2025-06-12,2.0,Bug Report,True
Q1666,timothycisneros@example.net,8106379248,Subscription Cancellation,Still charged after cancellation.,Closed,2025-04-09,2025-04-16,False,True,8106379248,True,2025-04-09,2025-04-16,7.0,Subscription Cancellation,True
Q1667,kerralexander@example.org,6805912875,Account Suspension,Terms of use were unclear.,Closed,2025-05-26,2025-06-06,False,True,6805912875,True,2025-05-26,2025-06-06,11.0,Account Suspension,True
Q1668,hsmith@example.org,719819385,Data Export,Auto-export not working on Fridays.,Closed,2025-03-11,2025-03-21,False,False,719819385,False,2025-03-11,2025-03-21,10.0,Data Export,True
Q1669,vroy@example.com,4015206220,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,2025-03-26,2025-03-31,False,False,4015206220,False,2025-03-26,2025-03-31,5.0,Billing Problem,True
Q1670,colemantaylor@example.org,8310660854,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,2025-05-06,2025-05-07,False,True,8310660854,True,2025-05-06,2025-05-07,1.0,Billing Problem,True
Q1671,stevenstammy@example.org,4703229994,Feature Request,Requesting PDF report generation.,Closed,2025-04-25,2025-04-30,False,False,4703229994,False,2025-04-25,2025-04-30,5.0,Feature Request,True
Q1672,dvelazquez@example.org,9801161890,Bug Report,Back button doesn’t work.,Closed,2025-06-18,2025-06-29,False,True,9801161890,True,2025-06-18,2025-06-29,11.0,Bug Report,True
Q1673,williamsrobert@example.org,8145052208,Feature Request,Ability to bulk edit entries needed.,Closed,2025-07-19,2025-07-21,False,True,8145052208,True,2025-07-19,2025-07-21,2.0,Feature Request,True
Q1674,whitelaura@example.org,5956809080,Feature Request,Include a mobile-first UI option.,Closed,2025-03-29,2025-03-31,False,False,5956809080,False,2025-03-29,2025-03-31,2.0,Feature Request,True
Q1675,novakjanet@example.net,7631913375,Technical Support,Settings not saving properly.,Closed,2025-03-25,2025-04-03,False,True,7631913375,True,2025-03-25,2025-04-03,9.0,Technical Support,True
Q1676,nathanielrussell@example.net,1510208187,Billing Problem,Need clarification on currency charges.,Closed,2025-02-04,2025-02-06,False,False,1510208187,False,2025-02-04,2025-02-06,2.0,Billing Problem,True
Q1677,davidstewart@example.org,1863448260,Login Issue,Seeing 'invalid session token' error.,Closed,2025-02-15,2025-02-16,False,False,1863448260,False,2025-02-15,2025-02-16,1.0,Login Issue,True
Q1678,watsonsarah@example.net,4558237356,Billing Problem,Billing cycle was reset unexpectedly.,Closed,2025-03-13,2025-03-16,False,False,4558237356,False,2025-03-13,2025-03-16,3.0,Billing Problem,True
Q1679,ysalazar@example.net,7521172350,Data Export,Data export not matching preview.,Closed,2025-06-02,2025-06-03,False,True,7521172350,True,2025-06-02,2025-06-03,1.0,Data Export,True
Q1680,pnorman@example.com,9161335038,Technical Support,Getting JSON decode error.,Closed,2025-03-21,2025-03-22,False,True,9161335038,True,2025-03-21,2025-03-22,1.0,Technical Support,True
Q1681,christophersanchez@example.com,3002832351,Technical Support,Feature working on web but not mobile.,Closed,2025-03-01,2025-03-16,False,False,3002832351,False,2025-03-01,2025-03-16,15.0,Technical Support,True
Q1682,jacksonkristen@example.com,1009700637,Account Suspension,How do I appeal a suspension?,Closed,2025-01-29,2025-01-30,False,False,1009700637,False,2025-01-29,2025-01-30,1.0,Account Suspension,True
Q1683,hernandezkayla@example.org,7853585280,UI Feedback,Buttons overlap on smaller screens.,Closed,2025-05-03,2025-05-11,False,True,7853585280,True,2025-05-03,2025-05-11,8.0,UI Feedback,True
Q1684,kimberly07@example.org,3029114931,Feature Request,Ability to bulk edit entries needed.,Closed,2025-02-01,2025-02-03,False,False,3029114931,False,2025-02-01,2025-02-03,2.0,Feature Request,True
Q1685,gallagherscott@example.com,7979446445,Bug Report,Date selector not responsive.,Closed,2025-06-11,2025-06-16,False,True,7979446445,True,2025-06-11,2025-06-16,5.0,Bug Report,True
Q1686,susangibson@example.net,8586729238,Feature Request,Provide more chart types in dashboard.,Closed,2025-05-07,2025-05-10,False,True,8586729238,True,2025-05-07,2025-05-10,3.0,Feature Request,True
Q1687,toddmarshall@example.net,6658323616,Data Export,Zip file corrupted during export.,Closed,2025-01-31,2025-02-13,False,True,6658323616,True,2025-01-31,2025-02-13,13.0,Data Export,True
Q1688,marshalljoseph@example.org,5463979227,Feature Request,Please add support for dark mode.,Closed,2025-04-28,2025-04-29,False,False,5463979227,False,2025-04-28,2025-04-29,1.0,Feature Request,True
Q1689,amichael@example.org,6717196005,Data Export,Exported Excel has broken formatting.,Closed,2025-06-16,2025-06-19,False,True,6717196005,True,2025-06-16,2025-06-19,3.0,Data Export,True
Q1690,hshields@example.net,9843234555,Technical Support,Notifications are not working.,Closed,2025-07-09,2025-07-10,False,True,9843234555,True,2025-07-09,2025-07-10,1.0,Technical Support,True
Q1691,alexandermarvin@example.com,2238338256,Account Suspension,Support says I’m blacklisted — why?,Closed,2025-03-06,2025-03-08,False,False,2238338256,False,2025-03-06,2025-03-08,2.0,Account Suspension,True
Q1692,johnstonelijah@example.net,7501196502,Login Issue,Two-factor authentication is not sending code.,Closed,2025-02-24,2025-03-03,False,True,7501196502,True,2025-02-24,2025-03-03,7.0,Login Issue,True
Q1693,michelle38@example.com,8328312751,Data Export,Need monthly data dump in CSV.,Closed,2025-06-05,2025-06-07,False,True,8328312751,True,2025-06-05,2025-06-07,2.0,Data Export,True
Q1694,sharielliott@example.net,7040054019,Feature Request,Need voice assistant for dashboard.,Closed,2025-02-28,2025-03-02,False,True,7040054019,True,2025-02-28,2025-03-02,2.0,Feature Request,True
Q1695,david79@example.com,8245928038,Account Suspension,Need reason for my suspension.,Closed,2025-07-10,2025-07-13,False,True,8245928038,True,2025-07-10,2025-07-13,3.0,Account Suspension,True
Q1696,tiffany69@example.org,9884187632,Login Issue,App logs me out automatically.,Closed,2025-06-23,2025-07-03,False,True,9884187632,True,2025-06-23,2025-07-03,10.0,Login Issue,True
Q1697,davidcisneros@example.org,7090679527,Bug Report,Sidebar collapses on scroll.,Closed,2025-06-07,2025-06-08,False,True,7090679527,True,2025-06-07,2025-06-08,1.0,Bug Report,True
Q1698,samantha78@example.com,8668227607,Technical Support,Download button is inactive.,Closed,2025-04-15,2025-04-24,False,True,8668227607,True,2025-04-15,2025-04-24,9.0,Technical Support,True
Q1699,qeaton@example.net,741475205,Bug Report,Tab focus jumps incorrectly.,Closed,2025-05-27,2025-05-29,False,False,741475205,False,2025-05-27,2025-05-29,2.0,Bug Report,True
Q1700,pamela32@example.com,7318276918,Payment Failure,Need confirmation after retry.,Closed,2025-02-19,2025-02-26,False,True,7318276918,True,2025-02-19,2025-02-26,7.0,Payment Failure,True
Q1701,sharpkevin@example.org,9851830498,Payment Failure,Need GST invoice after payment.,Closed,2025-06-17,2025-07-02,False,True,9851830498,True,2025-06-17,2025-07-02,15.0,Payment Failure,True
Q1702,williamhernandez@example.net,6165302509,Account Suspension,Appeal submitted but no response yet.,Closed,2025-02-22,2025-03-07,False,True,6165302509,True,2025-02-22,2025-03-07,13.0,Account Suspension,True
Q1703,lsmith@example.org,9108596752,Payment Failure,Need confirmation after retry.,Closed,2025-06-07,2025-06-22,False,True,9108596752,True,2025-06-07,2025-06-22,15.0,Payment Failure,True
Q1704,fshelton@example.com,5499666795,UI Feedback,Icons not intuitive.,Closed,2025-05-25,2025-06-03,False,False,5499666795,False,2025-05-25,2025-06-03,9.0,UI Feedback,True
Q1705,keithroy@example.com,7763560819,Subscription Cancellation,Received cancellation email but charged again.,Closed,2025-02-24,2025-02-28,False,True,7763560819,True,2025-02-24,2025-02-28,4.0,Subscription Cancellation,True
Q1706,michael45@example.org,7936938593,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,2025-02-21,2025-03-01,False,True,7936938593,True,2025-02-21,2025-03-01,8.0,Subscription Cancellation,True
Q1707,npatel@example.com,7677315692,Bug Report,Exported file missing columns.,Closed,2025-07-16,2025-07-28,False,True,7677315692,True,2025-07-16,2025-07-28,12.0,Bug Report,True
Q1708,patricia89@example.com,6604181299,Bug Report,Unable to delete old entries.,Closed,2025-04-08,2025-04-09,False,True,6604181299,True,2025-04-08,2025-04-09,1.0,Bug Report,True
Q1709,lisanewman@example.com,4781140665,Billing Problem,Unable to update billing address.,Closed,2025-06-17,2025-06-23,False,False,4781140665,False,2025-06-17,2025-06-23,6.0,Billing Problem,True
Q1710,walkerstephen@example.org,9597997421,Data Export,Fields are missing in exported report.,Closed,2025-05-09,2025-05-20,False,True,9597997421,True,2025-05-09,2025-05-20,11.0,Data Export,True
Q1711,williamsrichard@example.org,424873069,Data Export,Auto-export not working on Fridays.,Closed,2025-04-11,2025-04-16,False,False,424873069,False,2025-04-11,2025-04-16,5.0,Data Export,True
Q1712,peter32@example.org,6080357752,Data Export,Filters not applying in exported data.,Closed,2025-05-14,2025-05-15,False,True,6080357752,True,2025-05-14,2025-05-15,1.0,Data Export,True
